	一些前言	\nPS1：请于【】处添加角色与画风的tag描述；若无，请直接添加于tag组前\nPS2：请注意，本法典早期大部分tag以Nai3模型为基础测试整理，目前已转为Nai4.5测试。理论Nai系列与其他AI模型如Noob等模型通用。（其他模型应用请自行转换权重）\nPS3：标有字底颜色为此次更新增添的tag，字号较小的为附注内容\nPS4：若分类中的tag寻找不到，请活用WPS或其他软件自带的CTRL+F快捷键进行快速检索\nPS5：本法典一般于每月下旬或特殊日期（生日、节日等）更新，且保持月更，可据此判断本所长法典是否为最新版本。\nPS6：本法典为无偿免费分享，由一般所长整理编纂，tag多来源于解构原典群与其他群群友，在此对tag提供者提出感谢。\nPS7:若对法典收集tag存在疑问或者错误反馈，可以通过QQ：2319231932或2213681558（小号）联系一般所长，添加好友时请备注缘由。\nPS8：此外，于此特别感谢御堂/神宫寺、KKO、泡面、七号、别里磕夫这几位群友在Tag整理上的协助支持，帮我解决了很多费时费力的基础工作，再次感谢\nPS9：当各位看到这一条的时候，证明所长法典今日（2025.12.29）已经两岁啦！再次感谢在编辑法典中提供助力的各位，提供Tag的各位，以及谋面或者素未谋面的使用这本法典的各位！希望我们还能在法典三岁见面！
服饰	雨中裸体	\n1girl,solo,completely nude,nipples,wet skin,water drops all over body,glistening skin,standing,urban night,neon lights,japanese street,glowing signs,rain-soaked atmosphere,wet hair,hair clinging to face,hand on mouth,shyly covering mouth,one hand covering chest partially,embarrassed expression,flushed cheeks,tears,looking at viewer,seductive yet shy gaze,detailed water droplets,reflective neon glow on skin,blue and purple lighting,warm and cool light contrast,night city background,erotic wet body,intimate close-up,nsfw,
服饰	红纱罗帐待命	\n1girl,solo,lying on side,on luxurious bed,red silk sheets,canopy bed with red curtains,partially undressed,open red chinese robe,red string bikini top pulled aside,exposed breasts,large breasts,nipples,detailed areola,red string panties,cameltoe,wet panties,glistening skin,sweat,long hair spread on pillow,pointed elf ears with blue bead ornaments,holding round chinese fan with landscape painting,one hand covering mouth,shy seductive expression,blushing,teary eyes,looking at viewer,warm candlelight,orange and purple ambient lighting,soft glow on skin,luxurious ancient chinese bedroom atmosphere,silk textures,floating curtains,intimate close-up,erotic pose,nsfw,
服饰	武装女仆裙底展示	\n1girl,blush,bare legs,white socks,frilled socks,mary janes,skirt hold,long skirt,skirt lift,enmaided,thick thighs,{from above},solo,white background,maid,maid headdress,long sleeves,juliet sleeves,{thigh holster},frilled apron,maid apron,looking at viewer,holstered weapon,white apron,black footwear,neck ribbon,handgun,standing,blush,red ribbon,thigh strap,closed mouth,[[[full body]]],
服饰	双人部落舞蹈性爱	\n{2girls,side by side},{{{{they are both pure black skin female,tribal}}}},dark nipples,{{{{hanging breasts}}},bouncing breasts,naked breasts,naked vagina,excessive pussy juice,ahegao,{{{{lewd smile,seductive smile}}},smile,looking at viewer,seductive,facing viewer,\nchar1：girl,{{{{{{{uncouth tribal dance,motion lines,sex,penis in pussy}}}}}}},sweat,armpit sweat,steaming body,motion lines,full body,\nchar2：girl,{{{tribal,facepaint,bodypaint}}},covered in complex white patterns,whole body paint,complex white patterns on cheeks,complex white patterns on forehead,complex white patterns on feet,complex white patterns on breasts,complex white patterns on legs,nipple piercing,large nipple rings,nose piercing,large nose rings,large clitoris piercing,multiple lip piercing,
服饰	色情圣诞猫咪	\n1girl,white cat ears ornament,red capelet with white fur trim,naked capelet,sleeveless,no panties,red thighhighs with white fur trim,sole,ass,lying,on stomach,arm support,spread legs,one knee up,puckered anus,anal cat tail,cat tail between butt crack,butt crack,pussy juice trail,cleft of venus,light red pussy,nsfw,uncensored,from behind,on bed,red sheet,from side,ass focus,looking back,parted lips,nose blush,shy,girl tremble,motion lines,glossy,body blush,sweatdrop,
服饰	骑乘位援交自拍学生妹	\n1girl,large breasts,animal collar,sagging breasts,large nipples,puffy nipples,school uniform,clothes lifted,glossy,sweatdrop,body blush,no skirt,white panties,panties aside,girl on top,cowgirl position,girl squatting,leaning forward,hands up,girl hand to own cheek,v hand to cheek,head tilted,arm towards to lens,{selfie},from above,looking at lens,light smile,nose blush,steam,heavy breathing,deep penetration,pubic hair,pubic juice trail,1male,muscular male,nude male,male lying,on back,male knees up,on bed,male head out of frame,1.5::male hands on another’s breasts,male grabbing breasts,pulling breasts,male pulling breasts,lactation,breast milk trail,breast milk drip::,having sex,girl trembling,motion lines,steaming body,NSFW,uncensored,indoors,bedroom,hearts,female focus,fake screenshot,{on recording,REC},light red pussy,clitoris,labia,pussy juice trail to male crotch,veiny penis,speed lines,speed blur,mouth hold,used condom,eyes out of frame,
服饰	撑伞赛车女郎	\nfrom side,cowboy shot,1girl,solo,see-through clothes,race queen,highleg leotard,super highleg,thigh boots,white boots,white gloves,white thighhighs,sagging breasts,holding closed umbrella,leaning forward,bent over,
服饰	半透明衬衫OL趴桌	\n1girl,white shirt,sweating shirt,wet shirt,dress covered half ass,bare legs,high heels,black lace bra,bra below shirt,ass covered\n-2::nude,nipples,pussy::,standing,legs together,one hand touch glasses,hot,hot body,legs cross,breasts on table,bend down,thong,pubic hair,fat pussy,legs focus,
服饰	连体渔网袜婊子	\n1girl,fishnet bodysuit,nipples,pussy,spread legs,barefoot,feet,pointy breasts,bimbofication,corruption,compensated molestation,public use,used condom,penis,lipstick ring,deepthroat,tongue,“use me”,pubic tattoo on underbelly,public humiliation,body writing,tally,
服饰	系带内衣遮眼奴隶	\n1girl,solo,smoking,mouth hold cigarette,nsfw,clothes,outdoors,smoke,cowboy shot,closed mouth,smile,mouth hold,1.2::covering own eyes::,1.4::v over eye::,arm behind back,nude,hoop earrings,black collar,1.2::bondage outfit,harness,o-ring::,metal collar,1.1::puffy nipples::,nipple piercing,1.4::nipple rings,captive bead ring::,latex gloves,elbow gloves,1.1::frontal wedgie::,pussy juice,1.2::condom belt,used condom::,colored condom,condom in hair,black thighhighs,indoors,bedroom,dark room,cowboy shot,from above,foreshortening,
服饰	职员看到同事巨根羞涩	\nindoors,\nchar1：boy,dark skin,muscular,tall,uniform,smirk,arms at sides,looking down,bulge,large penis,looking at another,\nchar2：girl,glasses,uniform,office lady,shy,holding pen,looking up,blushing,crossed legs,full body,looking at another,sitting,
服饰	连体胶衣触手奸	\ntachi-e,nsfw,chiaroscuro,puffy nipples,sagging breasts,cleavage,tentacle pit,narrow waist,1girl,black bodysuit,alternate costume,steaming body,smell,looking at viewer,holding penis,solo,legs grab,{{{{arm around waist,bound legs}}}},{{{asphyxiation}}},from below,from side,arm behind head,cleft of venus,crossed legs,ahegao,rolling eyes,cum pool,sitting,{{{{nipple penetration}}}},{{{{holding tentacles,tentacle grab}}}},{{{{fellatio}}}},covered back,covered nipples,
服饰	准备援交的学生妹	\n1girl,condom,identity censor,condom wrapper,school uniform,solo,serafuku,no shoes,black pantyhose,panties under pantyhose,white panties,feet,bed,skirt lift,pillow,sindoors,on bed,pleated skirt,holding condom,on back,lying,blue skirt,white shirt,bar censor,blindfold,spread legs,lifted by self,gusset,red neckerchief,condom packet strip,sheer pantyhose,see-through pantyhose,transparent pantyhose,
服饰	后入啦啦队队员	\n1boy,1girl,anal fingering,anus,ass,back,bare shoulders,blue shirt,blue skirt,blush,bottomless,cheerleader,clothes lift,cum,cum in pussy,fingering,from behind,grabbing another’s ass,groping,hetero,holding pom poms,looking at viewer,looking back,lying,nipples,on stomach,penis,petite,pom pom (cheerleading),pov,puckered anus,pussy,sex,sex from behind,solo focus,sweat,thighhighs,thighs,top-down bottom-up,two-tone shirt,unworn skirt,vaginal,video,white shirt,white thighhighs,
服饰	埃及少女双人口交侍奉	\nmultiple girls,2girls,1boy,cooperative paizuri,hetero,ffm threesome,group sex,sweat,cooperative paizuri,cum string,facial,motion lines,sitting on,uncensored,@_@,clothed female nude male,breast press,symmetrical docking,grabbing another’s head,faceless male,motion blur,head tilt,breast press,；looking at penis,penis between breasts,cleavage,egyptian,outdoors,egypt,nipples,see-through clothes,areola slip,revealing clothes,jewelry,breast curtains,bare shoulders,bridal gauntlets,ancient egyptian clothes,cum,excessive cum,grabbing another’s head from behind,
服饰	湿身被抓住预备侵犯	\n1girl,wet clothes,rain,wet,open mouth,blush,on back,covered nipples,tongue out,nipples,lying,solo focus,no bra,hetero,wet shirt,blue skirt,torn pantyhose,white shirt,1boy,holding another’s wrist,panties under pantyhose,white panties,pleated skirt,short sleeves,tears,school uniform,saliva,skirt lift,wet pantyhose,wet hair,fine fabric emphasis,spread legs,upside-down,
服饰	透明汉服床上侧坐	\n1girl,cleavage,bare shoulder,collarbone,detached sleeves,long wide sleeves,see-through dress,see-through hanfu,hanfu with top red frill trim,red panties,micro panties,see-through navel,groin,panties under hanfu,oversized dress,long dress,bare legs,light red silk,sheer fabric,leaning to side,arm support,head tilted,hand up,unfolded fan,paper fan,holding fan,light red lips,closed mouth,light smile,legs together,looking at viewer,half closed eyes,on bed,red sheet,red curtain,see-through curtain,ancient chinese architecture,front view,female focus,floating petals,red petals,glossy,shiny skin,transparent clothes,jewelry,tassel,hair buns,yokozuwari,
服饰	发情救护员	\n1girl,dashed eyes,girl in heat,tongue out,deep breathing,sweat drops,shiny skin,body heat,blush,long eyelashes,thick eyelashes,perspective,depth of field,thigh straps,thick thighs,open jacket,looking at viewer,white bikini,strap between breasts,blue jacket,hair clip,bare shoulders,long sleeves,open mouth,butt,id card,sitting,frilled bikini,navel,thighs,sexy pose,white jacket,leg up,whistle,voluptuous,curvy,plump,sophisticated,seductive gaze,detailed skin texture,glistening skin,severe estrus,half-closed eyes,squinted eyes,heart-shaped pupils,hand up,
服饰	裸衬衫无漏单腿站立后入	\n1girl,see-through silhouette,out-of-frame censoring,solo,white shirt,heart,see-through shirt,open lips,see-through,naked shirt,blush,stomach bulge,bottomless,standing on one legs,drooling,implied sex,long sleeves,mouth drool,off shoulder,sweat,against wall,leg up,leg lift,standing split,bare shoulders,indoors,night,oversized shirt,impregnation,loose shirt,:d,bent over,
服饰	洗碗时脱下裤子后入	\n1girl,sagging breasts,beige sweater,turtleneck sweater,vertical stripes,white apron,back-tied apron,blue jeans,jeans pulled,jeans down,black panties,panties pulled,panties down,pussy juice trail to panties,pussy juice drip,labia,vaginal,light red pussy,puckered anus,butt crack,wet pussy,pussy juice string,pussy juice on penis,steaming pussy,standing,leaning forward,bent over,spread legs,girl trembling,looking back,raised eyebrows,nose blush,open mouth,frowning,nervous sweatdrop,arms support,washing sink,sink faucet,water,indoors,kitchen background,1male,muscular male,nude male,male standing,hand on another’s ass,grabbing ass,sex from behind,just the tip,motion lines,nsfw,uncensored,pubic hair,from above,from side,realistic folds on sweater,creased sweater,dishes,large penis,crooked penis,testicles,wedding ring,glossy,body blush,penis trembling,
服饰	汉服露出乳头	\n1girl,blurry foreground,cherry blossoms,chinese clothes,closed mouth,depth of field,earrings,eyelashes,falling petals,flower earrings,hair flower,hanfu,jewelry,looking at viewer,collarbone,hand fan,pull open dress,petals,pink flower,solo,upper body,eye reflection,high contrast,colorful,detailed light,light leaks,sunlight,shine on girl’s body,bokeh,blurry foreground,ray tracing,lens flare,cinematic lighting,sunshine through window,shiny skin,nipples,
服饰	后入粉色兔女郎	\nraised eyebrows,1girl,solo,bunny girl,playboy bunny,pink leotard,bunny ears,rope,bound wrists,bent over,standing,arms up,panking,hand on ass,blush,heavy sweat,tears,open mouth,1boy,cropped male,sex,intense,masterpiece,best quality,very dark-skinned male,from above,dutch angle,pout,ahegao,sex from behind,front view,rolling eyes,oiled skin,shiny skin,pale skin,trembling,spoken heart,pink pantyhose,black high heels,stiletto heels,torn pantyhose,penis,pussy,pussy juice,testicles,
服饰	颜射厌恶脸女仆	\nshaded face,maid headdress,furrowed brow,:o,straight-on,head tilt,upper body,cum on face,cum on hair,v arms,frills,blue dress,
服饰	和服女仆厌恶脸给你看裙底	\nclose-up,upper body,wa maid,1girl,apron,kimono,off shoulder,wide sleeves,white garter belt,clenched teeth,disgust,shaded face,narrowed eyes,glaring,skirt lift,no text,
服饰	旗袍骑乘位	\n1girl,breasts apart,areola slip,back heart pastie,covered nipple,glossy,body blush,skindentation,revealing clothes,halter cheongsam,black cheongsam,clothes between breasts,bare shoulder,bare arms,black dress with golden pattern,short cheongsam,groin,side split,white thighhighs,feet out of frame,girl on top,cowgirl position,hands on own clothes,clothes lifted,just the tip,legs spread,looking down,closed mouth,smug,saliva trail,steam,heavy breath,nose blush,half closed eyes,round shape eyewear,sunglasses on head,light red pussy,pussy juice trail to penis,excessive pussy juice,pussy juice to male crotch,1male,muscular male,nude male,male lying,on back,on bed,pov,pov crotch,large penis,veiny penis,precum,wet penis,sweat,indoors,bedroom,dark theme,pink light,rim light,depth of field,nsfw,uncensored,^^^,penis trembling,
服饰	逆兔站立位后入侵犯	\nnsfw,uncensored,from below,-1::multiple views::,white background,steam,hot,fog,motion lines,speed lines,motion blur,sound effects,solo focus,girl,reverse bunnysuit,black heart pasties,black shrug (clothing),black fishnet thighhighs,wrist cuffs,black highleg panties,panties aside,impossible clothes,revealing clothes,skindentation,curvy,bouncing breasts,large areola,covered nipples,puffy nipples,stomach,navel,groin,pussy,clitoris,clitoral hood,labia,thick thighs,female pubic hair,standing,sex from behind,against wall,bent over,spread leg,leg up,moaning,ahegao,saliva,steaming body,heavy breathing,twitching,spasm,trembling,heart,sweat,spoken heart,female orgasm,female ejaculation,blush,
服饰	婚礼揉胸	\nchar1：girl,relaxed smiling1.5::sagging breasts1.5::luxurious lace choker-style strap,single-finger wedding gloves on both hands,shiny wedding ring on only ring finger,wedding gown,crisscross straps,bridal headpiece covering the forehead1.5::,face foucs,bra straps with bow connection:::shocked,1.5::unpleasant,mouth opened,angrily,looking at male::::,shorter fingers::church,\nchar2：boy,1.5:: dark-skinned black bald male,faceless,strong,grabing other’s breast,standing,arm on other’s shoulder,standing aside,wearing black suit,
服饰	后入老师差分	\n1girl,standing,pencil skirt,serious,1boy,faceless male,vaginal,{2 views},\nchar1：girl,squinting,naughty,half-closed eyes,front view,clothed,blazer,white collared shirt,pencil skirt,black pantyhose,round eyewear,glasses,sex,vaginal,sex from behind,dark-skinned male,standing sex,breasts out,\nchar2：girl,clothed,blazer,white collared shirt,pencil skirt,black pantyhose,round eyewear,glasses,standing,
服饰	巫女侍奉前后差分	\n1girl,1boy,hetero,cum,cum in pussy,japanese clothes,nude,grabbing,after sex,cumdrip,grabbing another’s breast,pussy,miko,on back,blush,after vaginal,lying,oral,open mouth,tray,multiple views,penis,smile,fellatio,red hakama,tabi,nipples,sweat,standing,spread legs,hakama skirt,holding tray,sandals,white kimono,white socks,breasts apart,long sleeves,solo focus,sex,wide sleeves,instant loss,cum overflow,completely nude,:d,
服饰	露胸旗袍	\nalternate clothing,chinese clothes,elbow gloves,pelvic curtain,thighs,sagging breasts,bare legs,fur trim,off shoulder,fur-trimmed coat,{{{hair up}}},chinese knot,clothing cutout,half-closed eyes,parted lips,heavy breathing,nsfw,{{{{veiny breasts}}}},close up,upper body,pink background,white outline,hold fan,fan open,
服饰	床上婚纱内衣	\n1girl,looking at viewer,blush,smile,cleavage,bare shoulders,jewelry,sitting,closed mouth,hair flower,white panties,high heels,white thighhighs,rose,on bed,garter straps,wariza,white footwear,ring,lingerie,white flower,hand on own chest,veil,bridal gauntlets,white bra,wedding ring,bridal veil,
服饰	比基尼女仆展示内裤	\n1girl,solo,indoor,navel,maid bikini upper,maid short skirt,shy,blush,trying to cover,pull down skirt,pussy juice trail,hand on own skirt,standing,close-up,1.6::cameltoe,puffy pussy::,cowboy shot,curvy,
服饰	俯视连体黑丝旗袍	\n{chinese clothes,bodystocking,sagging breasts,covered navel,high sandals,breast curtain},high sandals,smile,half-closed eyes,parted lips,heavy breathing,cross arms,standing,full body,2::from behind,looking back,ass::,looking at viewer,legs apart,{{{{from above}}}},close up,
服饰	透明汉服少女拔剑	\n1girl,solo,ink wash painting background,cowboy shot,looking at viewer,see-through clothes,chinese clothes,hanfu,qixiong ruqun,wide sleeves,white dress,bare legs,thick thighs,holding sword,chinese sword,drawing sword,-2::upscaled,blurry::,
服饰	内衣跪姿读书少女	\n1girl,cleavage,steam::,2::high heels,black highheels,black pantyhose,kneeling,open clothes,adjusting eyewear,cardigan,long sleeves,book,off shoulder,full body,collarbone,semi-rimless eyewear,white shirt,black skirt,under-rim eyewear,lace trim,pink cardigan,bare shoulders,open cardigan,black-framed eyewear,pencil skirt,black lace bra,carpet,blunt bangs,pink sweater,black dress,hand up,from side,mess book on the sheet,heart shape eyes,flustered. embarrassed,
服饰	女警袭击	\npolice,police uniform,policewoman,short sleeves,id card,mouth hold,wide hips,handcuffs,{{{petite}}},indoors,cold lighting,wide spread legs,[[[[[[[squatting]]]]]]],[[[[[[[standing]]]]]]],from below,looking at viewer,hand rest,{{{{miniskirt}}}},taut pants,hands on own face,sideboob,cleavage,breasts out,1girl,revealing clothes,black thighhighs,tied shirt,knees up,pov crotch,g-string,wedgie,messy hair,heavy breathing,bulge,seductive smile,drooling,love hotel,hotel room,{{purple theme}},bdsm,bent over,leaning forward,tareme,squinting,pink eyeshadow,pink lips,steaming body,hand on bulge,\m/,precum through clothes,
服饰	练功房后入芭蕾舞演员	\n1girl,white dress,ballet dress,sleeveless,collarbone,bare shoulder,white elbow gloves,see-through gloves,frilled dress,white pantyhose,torn pantyhose,see-through pantyhose,butt crack,girl standing,girl hands on railing,outstretched arms,leaning forward,bent over,tiptoe,girl trembling,female orgasm,half closed eyes,rolling eyes,tears,raised eyebrows,open mouth,saliva trail,nose blush,nervous sweatdrop,steam,heavy breath,motion lines,pussy juice trail,1male,muscular male,nude male,deep penetration,sex from behind,male hands on another’s waist,carrying girl,indoors,dance studio,wooden floors,nsfw,uncensored,from side,female focus,speed lines,speed blur,height difference,cum inside,cum drip,cum trail,
服饰	引导抓胸发情女仆	\nno bra,maid,single half-closed eye,{{{{in heat}}}},{{{{aroused}}}},{deep skin},raised inner eyebrows,{grabbing another’s breast},{{guided breast grab}},{{guiding hand}},licking another’s face,looking at viewer,very sweaty,tearing up,saliva,steaming body,
服饰	酒吧逆兔侍者	\n1girl,bar (place),black gloves,black pantyhose,blurry background,chair,cocktail glass,cup,drinking glass,fake animal ears,fishnet pantyhose,fishnets,glowing,glowing tattoo,heart pasties,holding cup,leaning back,looking at viewer,navel,pasties,pubic tattoo,purple bow,rabbit ears,reverse bunnysuit,reverse outfit,small breasts,smile,solo,tattoo,
服饰	网球场网球少女后入	\nchar1：girl,visor,tennis uniform,white tennis dress,pleated skirt,lifted skirt,no panties,bare butt,red handprint on butt,sweaty skin,bent over,holding net,looking back,open mouth,drooling,blush,heavy breathing,shaking legs,\nchar2：boy,dark skin,black male,muscular,faceless,standing behind,slapping ass,holding waist,tennis outfit,sweatband,large penis,huge penis,dark penis,veiny penis,penetration,vaginal,cum,creampie,
服饰	第一人称丝带献礼背身骑乘位	\n1girl,naked ribbons,glossy,body blush,sweat,red choker,jingle bell on choker,santa hat,red gloves with white fur trim,ribbon bow on back,bare back,red thong,micro panties,{two-tone thighhigh,red thighhigh,white thighhigh},christmas style clothes,girl on top,reserve cowgirl position,ass up,arms support,spread legs,leaning forward,half closed eyes,full face blush,looking at viewer,looking back,:o,open mouth,tongue out,saliva trail,nervous sweatdrop,hearts,motion lines,light red pussy,vaginal,labia,anus,1male,muscular male,nude male,male lying,on back,pussy juice trail,pov hands,male hands on another’s ass,on bed,from below,from behind,nsfw,uncensored,steam,heavy breath,tears,speed lines,saliva trail,pov,pov crotch,pubic hair,large penis,crooked penis,pussy juice to trail to penis,pussy juice trail to crotch,nsfw,uncensored,hetero,sex from behind,
服饰	拉着尾巴侵犯同时口交	\n1girl,2boys,bell,black nails,chest harness,choker,fellatio,grabbing another’s tail,group sex,harness,heart,hetero,looking at viewer,mmf threesome,multiple boys,neck bell,nipples,o-ring choker,o-ring thigh strap,oral,pink choker,pink thighhighs,sex,tears,thigh strap,threesome,white thighhighs,
服饰	圣诞老人后入驯鹿	\nuncensored,from side,pink theme,indoors,love hotel,dark room,steam,hot,mist,used condom,used tissue,blurry background,motion lines,speed lines,motion blur,sound effects,\nchar1：girl,solo focus,reindeer antlers,fake antlers,fur-trimmed capelet,white thighhighs,skindentation,impossible clothes,unworn panties,santa costume,feet out of frame,perky breasts,puffy nipples,bouncing breasts,thick thighs,ass,ass press,on bed,all fours,kneeling,rolling eyes,looking up,open mouth,tongue out,ahegao,tears,tongue out,blush,steaming body,heavy breathing,twitching,spasm,trembling,female orgasm,heart,very sweaty,\nchar2：boy,rough sex,grabbing another’s hair,sex from behind,hand on another’s head,santa costume,
服饰	西装兔女郎跪姿遮眼口交	\n1boy,1girl,:>=,arrow (symbol),ass,between breasts,black choker,black jacket,black leotard,black necktie,black pantyhose,blazer,blush,clothed sex,clothing cutout,coattails,collared shirt,covering own eyes,dark-skinned male,erection,fake animal ears,fake tail,fellatio,fishnet pantyhose,four-leaf clover hair ornament,full body,hetero,leotard,navel cutout,necktie,necktie between breasts,no shoes,nontraditional playboy bunny,on bed,oral,pantyhose,penis,playboy bunny,rabbit ears,rabbit tail,saliva,saliva trail,seiza,shrug (clothing),sitting,solo focus,sound effects,speech bubble,steaming body,sweat,testicles,tie clip,undersized breast cup,white gloves,white shirt,white shrug,white wrist cuffs,wing collar,wrist cuffs,
服饰	圣诞骑乘	\nchristmas lights,santa hat,fireplace,uncensored,pov,from below,indoors,bedroom,steam,hot,depth of field,blurry edges,vignetting,motion lines,motion blur,red dress,crotchless pantyhose,sheer pantyhose,cowboy shot,curvy,huge breasts,perky breasts,linea alba,stomach,navel,groin,pussy,female pubic hair,clitoris,clitoral hood,feet out of frame,puffy nipples,pussy juice,pussy juice trail,-1::knee::,bouncing breasts,on bed,looking at viewer,seductive smile,upper teeth only,heart-shaped pupils,in heat,aroused,blush,sitting on person,spoken heart,2::leaning forward::,steaming body,heavy breathing,heart,very sweat,1boy,lying,vaginal,hands on another’s thighs,sex,deep skin,penis,male pubic hair,
服饰	后入醉酒修女	\n1girl,1boy,nun,{holding cup},standing,leaning back,side slit,black pantyhose black dress,white capelet,jewelry,black veil,long sleeves,cross necklace,pelvic curtain,wooden table,beer mug,barrel,alcohol,wooden floor,sex from behind,nsfw,saliva,drooling,heart-shaped pupils,beer on mouth,arm support,thighband pantyhose,drunk,
服饰	闪铂兔女郎口交侍奉	\n{{{{stray pubic hair}}}},{{{after fellatio}}},{{precum}},{{{{saliva trail}}}},{{shiny lips}},{kiss mark on penis},{{saliva}},half-closed eyes,{{netorare}},1girl,uncensored,penis,hetero,1boy,tongue,clothed female nude male,tongue out,nude,pubic hair,blush,male pubic hair,solo focus,gradient background,pink background,purple background,testicles,gradient,erection,oral,[[from side]],saliva,sweat,looking at viewer,open mouth,heart,cum,{{caressing testicles}} 1girl,1boy,hetero,nipples,elbow gloves,gloves,penis,blush,long hair,white hair,purple eyes,ponytail,huge breasts,breasts out,sweat,bare shoulders,solo focus,playboy bunny,leotard,fishnets,fishnet pantyhose,black pantyhose,white leotard,{{{{iridecent leotard}}}},
服饰	女仆手交小正太	\nindoors,window,{backlighting},{{onee-shota,shota}},tiptoes,pussy juice,{{{from side}}}height difference,plump,curvy,uncensored,leaning forward,sagging breasts,hanging breasts,puffy nipples,precum,motion blur,1girl,1boy,hetero,penis,maid,shota,maid headdress,black thighhighs,onee-shota,apron,high heels,nude,nipples,gloves,grabbing,handjob,black footwear,black gloves,breast grab,age difference,blush,standing,erection,waist apron,mosaic censoring,clothed female nude male,maid apron,detached collar,smile,detached sleeves,testicles,gloved handjob,thighs,looking at another,garter straps,indoors,white apron,breasts out,{sheer thighhighs,see-through thighhighs,transparent thighhighs},
服饰	婚纱艾草差分	\n1boy,sex,nsfw,penis,pussy,cum,faceless male,black suit,cum on breasts,cum on face,solo,sex,nipples,penis,pussy,cum in pussy,blood in pussy,deep penetration,eyelashes,cum,smile,1boy,1girl,before and after,2koma,instant loss,comic,defeat,bad end,ahegao,anus,ass,cum,cum in pussy,clothes sex,open mouth,penis,sex,spanking,vaginal,flying flowers,sky,winds,trembling,heavy breathing,steam,motion blur,half-closed eyes,
服饰	旗袍害羞遮脸足底	\n1girl,cpelvic curtain,side cutout,white thighhighs,heart cutout,thighhighs,sleevesless,thighs ring,bracelet,no bra,black chinese dress,exhibition,no shoes,sitting,feet soles,feet focus,tow hands covering eyes,spread legs,blush,flustered,
服饰	裸斗篷色情内衣准备吃鸡	\n1male,suited male,male wearing black pants,1girl,sagging breasts,naked cape,white cape,bare arms,white wrist cuffs,frilled cuffs,bare legs,white high heels,girl squatting,girl hand on another’s leg,girl hand on pants zip,unzipped,zip pulling,head up,looking up,seductive smile,open mouth,fang,steam,heavy breathing,full face blush,sweat,male standing,hand on another’s head,head pat,from side,female focus,indoor,glass wall,night,full moon,moon light,lace bra,
服饰	颜射职员睡醒	\n1girl,solo focus,sitting,arms up,open mouth,closed eyes,yawning,stretching,pantyhose,white shirt,black skirt,pencil skirt,vest,long sleeves,lanyard,indoors,facial,cum on face,cum on hair,cum string,disembodied penis,projectile cum,swivel chair,office chair,office lady,id card,
服饰	小穴展示乘务员	\nblazer,crotchless pantyhose,pussy focus,pussy,cleft of venus),pencil-skirt,black pantyhose,button-up-shirt,flight attendant hat,travel attendant,airline stewardess,white gloves,airplane interior,lifting own clothes,pussy,
服饰	手持胸罩乘务员	\n1girl,pendant,travel attendant,scarf choker,white scarf,cleavage,blue jacket,double-breasted,collared jacket,blue bag,mini hat,white shirt,collared shirt,winged collar,blue headwear,hat,blue sleeves,white gloves,yellow trim,dark blue skirt,pencil skirt,grey pantyhose,pantyhose,sitting on chair,on airplane,airplane interior,on chair,holding bra,head rest,arm rest,leg,up,leg on thigh,confident,:d,one eyebrow raised,foreshortening,
服饰	小巷援交女玩手机站立背后位	\n1girl,1boy,sex,sex from behind,grabbing from behind,grabbing another’s thighs,dutch angle,pale skin,white skin,parted lips,fishnets,elbow carry,fishnet pantyhose,jewelry,detached sleeves,black choker,loose socks,black sleeves,crop top,black footwear,layered skirt,microskirt,white socks,bracelet,cross necklace,purple belt,bare shoulders,striped sleeves,grey skirt,full body,tachi-e,handbag,brown bag,cellphone,no shoes,night,utility pole,wall,cumdrip,cumdump,faceless male,standing,
服饰	脱光衣服逆兔床上指奸	\n2::pov,from above,from side::,on bed,unworn clothes,clothes on bed,\nchar1：girl,solo focus,reverse bunnysuit,reverse outfit,revealing clothes,impossible clothes,collar,bow,wrist cuffs,cowboy shot,bare shoulders,puffy nipples,cleavage,stomach,navel,groin,pubic hair,pussy,cameltoe,pussy juice,deep skin,skindentation,lying,on back,2::hands on own breasts::,looking at viewer,surprised,shy,in heat,cum on body,cum on stomach,spoken ellipsis,steaming body,heavy breathing,twitching,spasm,trembling,female orgasm,heart,sweat,blush,\nchar2：boy,hand on another’s pussy,imminent fingering,spreading another’s pussy,
服饰	性欲处理护士	\n1girl,1boy,sweat,looking at viewer,expressionless,blush,holding clipboard,nurse cap,white thighhighs,puffy sleeves,puffy short sleeves,waist apron,white apron,frilled apron,blue skirt,jewelry,hairclip,frills,white garter straps,pleated skirt,spanked,spanking,intravenous drip,sex,no panties,cum,healing sex,id card,ass,uncensored,sex,cumdrip,veiny penis,hospital,nurse,half-closed eyes,hip attack,separated,leaning forward,deepthroat,oral,top-down bottom-up,male sitting on bed,
服饰	其他版本1	\n1girl,butt plug,1boy,sweat,pov crotch,looking at viewer,expressionless,blush,holding clipboard,half-closed eyes,nurse cap,white thighhighs,puffy sleeves,puffy short sleeves,waist apron,white apron,frilled apron,blue skirt,jewelry,hairclip,frills,white garter straps,pleated skirt,solo focus,oral,the pose,sex,no panties,cum,id card,uncensored,deepthroat,on bed,hospital,saliva,drooling,eating cum in mouth,vaginal object insertion,wet dildo,
