	一些前言	\nPS1：请于【】处添加角色与画风的tag描述；若无，请直接添加于tag组前\nPS2：请注意，本法典早期大部分tag以Nai3模型为基础测试整理，目前已转为Nai4.5测试。理论Nai系列与其他AI模型如Noob等模型通用。（其他模型应用请自行转换权重）\nPS3：标有字底颜色为此次更新增添的tag，字号较小的为附注内容\nPS4：若分类中的tag寻找不到，请活用WPS或其他软件自带的CTRL+F快捷键进行快速检索\nPS5：本法典一般于每月下旬或特殊日期（生日、节日等）更新，且保持月更，可据此判断本所长法典是否为最新版本。\nPS6：本法典为无偿免费分享，由一般所长整理编纂，tag多来源于解构原典群与其他群群友，在此对tag提供者提出感谢。\nPS7:若对法典收集tag存在疑问或者错误反馈，可以通过QQ：2319231932或2213681558（小号）联系一般所长，添加好友时请备注缘由。\nPS8：此外，于此特别感谢御堂/神宫寺、KKO、泡面、七号、别里磕夫这几位群友在tag整理上的协助支持，帮我解决了很多费时费力的基础工作，再次感谢\nPS9：当各位看到这一条的时候，证明所长法典今日（2025.12.29）已经两岁啦！再次感谢在编辑法典中提供助力的各位，提供Tag的各位，以及谋面或者素未谋面的使用这本法典的各位！希望我们还能在法典三岁见面！
自慰	手持马吊假几把喜悦	\n1girl,sex toy,horse dildo,huge dildo,holding sex toy,blush,open mouth,smile,looking at viewer,drooling,saliva,sweat,upper body,mouth drool,indoors,
自慰	往马吊假几把上挤润滑液	\nlube,holding lube,holding bottle,lube on dildo,pouring onto dildo,1girl,squatting,imminent penetration,dildo riding,medium dildo,female masturbation,sex toy,horse dildo,solo,dildo,blush,open mouth,smile,looking at viewer,drooling,saliva,sweat,upper body,mouth drool,completely nude,
自慰	直播假几把自慰	\n@_@,livestream,trembling lines,danmaku comments,chat log,fake screenshot,sitting on chair,sitting,facing camera,indoors,gaming chair,??,table,blinds,dim lighting,computer keyboard,hypnosis,oversize shirt,sweat,hand grabbing own one breast,masturbation through clothes,see-through shirt,sex toy,ridding dildo,pussy juice,orgasm,cross-section,
自慰	女性第一人称假几把自慰	\nfemale pov,pov breasts,shiny skin,thick thighs,navel,nipples,barefoot,steaming body,stomach bulge,lying,on back,spread legs,knees up,{{object insertion,dildo insertion}},female masturbation,pink dildo,pussy juice trail,pussy juice on fingers,completely nude,modern indoors,bed room,on bed,low ambient light,night,dark,dark theme,pink theme,
自慰	几把横脸自慰	\n1girl,1boy,nsfw,straight-on,indoors,love hotel,bed,on bed,backlighting,desk lamp,dark,purple light,purple background,purple theme,\nchar1：boy,nude,large penis,huge penis,veiny penis,standing,source#head grab,source#penis on face,source#penis over one eye,target#caressing testicles,target#penis grab,out of frame,\nchar2：girl,nude,underwear only,revealing clothes,covered nipples,string panties,black bra,black panties,lace bra,lace panties,fishnet thighhighs,animal collar,red collar,heart-shaped lock,heart collar,heart-shaped pupils,pink pupil,looking at penis,blush,kneeling,wide spread legs,pussy juice,pussy juice puddle,target#penis over one eye,target#head grab,target#penis on face,source#caressing testicles,source#penis grab,fingering,female masturbation,smelling penis,leaning forward,arched back,drooling,breath,steaming body,naughty face,seductive smile,in heat,open mouth,wet,shiny skin,hand up,on bed,
自慰	其他版本1（假几把骑乘版本）	\n1girl,1boy,nsfw,from below,indoor,nightclub,spotlight,stage,dark,purple smoke,purple background,purple theme,\nchar1：boy,nude,large penis,huge penis,veiny penis,standing,source#head grab,source#penis on face,source#penis over eyes,target#caressing testicles,out of frame,blue lipstick mark on penis,\nchar2：girl,{{corruption}},{aged up,mature female,belly,plump,wide hips,thick thighs,thick arms,fat mons,spread pussy,blue nails,blue lips,aqua lips,skindentation},nude,revealing clothes,string panties,black bra,black panties,black bridal gauntlets,lace bra,lace panties,crotchless panties,nipple cutout,fishnet thighhighs,pink strappy heels,ball earring,purple animal collar,heart-shaped lock,dark nipples,{pubic tattoo,glowing tattoo},squatting,wide spread legs,pussy juice,target#penis over eyes,target#head grab,target#penis on face,source#caressing testicles,head tilt,arm support,drooling,breath,steaming body,naughty face,seductive smile,open mouth,tongue out,licking penis,wet,shiny skin,hand up,dildo riding,object insertion,oiled,
自慰	其他版本2	\n1girl,1boy,geisha,{{{sash,lens flare,blush}}},moonlight,night,backlighting,shadow,dim lighting,dim,no bra,tatami,{{{fan grey kimono,print kimono,floral print,kimono pull}}},half closed eyes,blurry,blurry background,hair flower,1boy,1girl,female masturbation,hetero,large penis,male pubic hair,penis awe,penis on face,penis over eyes,pubic hair,spread legs,squatting,testicles,
自慰	侧躺床上自慰	\nbottomless,skirt removed,panties removed,stained panties,white panties,after sex,female masturbation,fingering,on side,lying,pussy juice,pussy,ass,sweat,used tissue,indoors,pillow,bedroom,on bed,tissue box,pussy juice stain,heart,pussy juice,pussy juice trail,pussy juice stain,wet,part lips,rolling eyes,dashed eyes,tears,saliva,head tilt,^^^,trembling,twitching,plantar flexion,dorsiflexion,anus,pussy juice splash,mucus,arched back,spread legs,spread toes,
自慰	健身器材玩具骑乘自慰	\ncompletely nude,riding machine,trembling,bouncing breasts,navel,straddling,vaginal object insertion,dildo,female orgasm,v arms,gym,sweat,steam,nsfw,pussy,
自慰	摩擦毛绒玩具自慰	\n{{{sweat}}},oversize shirt,{{{hug huge stuffed dolphin,riding huge stuffed dolphin}}},steam,breath,{{{heart,speed lines}}},{{motion lines,sound effects}},half closed eyes,heart thigh strap,full face blush,indoor,bedroom,pussy juice,wet shirt,lying,long sleeves,ass,sex,
自慰	蹭枕头自慰	\nnight,body pillow,crotch rub,{{{{female masturbation}}}},sweat,pillow humping,{{{{{on side,lying}}}}},pillow bite,pussy juice stain,steambody,biting,profile,topless,hand between thighs,^^^,
自慰	床上自慰被看到	\nfrom side,female masturbation,fingering,lying,on back,nude,wavy mouth,@_@,embarrassed,full-face blush,open mouth,on bed,open door,pov,turning head,pussy juice,sweat,sweat stain,white sheet,stained sheets,pussy jucie stain,wide-eyed,flying sweatdrop,!,nervous sweatdrop,pussy,trembling,looking at viewer,upper teeth only,
自慰	自慰时被创进门	\nblush,bottomless,caught,chair,constricted pupils,embarrassed,female ejaculation,female masturbation,fingering,indoors,looking at viewer,on chair,open mouth,panties around one leg,pussy,pussy juice,sitting,solo focus,spread legs,surprised,thighs,trembling,vaginal,white panties,white shirt,
自慰	椅子上坐假几把自慰被开门看到	\nhanging breasts,breasts apart,off shoulder,collarbone,white nightgown,see-through dress,large nipples,puffy nipples,pink nipples,areola,navel,center open,frilled clothes,strapped dress,sleeveless,bare arms,bare shoulder,frilled cuffs,no bra,white panties,bow panties,panties unworn,panties around one leg,sitting,on swivel chair,spread legs,bare legs,{holding dildo,female masturbation},dildo insertion,dildo into pussy,pussy object insertion,pussy juice trail,pussy juice drip,excessive pussy juice,spread pussy,vaginal,red labia,clitoris,sweat,wet body,hand on own breast,grabbing own breast,looking at viewer,full face blush,wide open eyes,@_@,wavy mouth,open mouth,flying sweatdrop,!,nervous sweatdrop,indoors,desk,desk side,hitachi magic wand laid on desk,bedroom,night,light,pov hand,{pov hand open door},from side,female focus,nsfw,motion lines,
自慰	厕所扣穴排精	\ntoilet stall,squatting,saliva,cum inside vagina,squat toilet,{{laying cum}},after sex,nipples,cum on mouth,cum in anal,facial,cum on hair,cum on breasts,pussy juice,{{{ejaculation}}},{{cum overflow}},cumdrip,{{{tears,crying}}},clenched teeth,spread legs,{{fingering,female masturbation}},panties aside,nsfw,
自慰	裸透明衬衫坐入假几把自慰	\n{{backlighting,implied masturbation}},{{close up}},nsfw,x-ray,cross section,head down,{{vaginal transparency dildo insertion,large insertion}}},{{covered dildo,masturbation under shirt,dildo visible through shirt}},kneeling,oversized shirt,see-through,{{see-through silhouette}},wet,{breasts grab},{masturbation,holding dildo},pussy juice puddle,full-face blush,sweat,thighhighs,
自慰	窗帘后巨根假几把自慰剪影（不稳定）	\n{{{{hiding behind curtain,covered body}}},round face,backlighting,rim lighting,backlighting,rim lighting,flowing curtains,peeking out,dramatic shadows,window light,golden hour,sun rays,soft glow,blushing cheeks,hesitant expression,indoor,bedroom setting,a shy girl’s silhouette emerges against backlit curtains,her form fabric. the strong golden hour light accentuates her breast curves while outlining the rounded shape of her buttocks,creating provocative shadows across her blushing face and youthful body.{{{vagina dildo insertion,horse dildo,huge dildo}},spread legs,squatting,
自慰	浴室莲蓬头冲洗自慰	\nin a bathroom,completely nude,navel,nipples,stomach,thighs,{wet},lightly biting her lip,{{{with her hands hanging down}}},half-squatting and leaning against a glass wall,{{holding a shower head in one hand positioned between her legs}},holding,shower head,with water spraying upward from below,{spread pussy},{{{rinse the genitals with water}}},viewed from a low-to-high perspective,{water on pussy},{{{water masturbation}}},cowboy shot,indoors,looking down,reflective wall,reflection,front view,cinematic angle,mid shot,
自慰	自慰释放水系魔法（不稳定）	\nlight blush,from above,endured face,female orgasm,streaming tears,crying with eyes open,looking to the side,looking outside,narrow waist,groin,{slender legs},skinny thighs,legs,feet,toes,sitting on rock,against wall,nipples,pussy,female ejaculation,{{masturbation}},action pose,fighting stance,rubble ruins,remains,building,street,cement floor,{{magic}},energy,{{casting spell}},{{hydrokinesis}},hand down,hand facing down,{{holding a water ball in hand}},attack with water,
自慰	拉开全身拉链连体胶衣自慰	\nhead out of frame,full-length zipper,latex bodysuit,center opening,no bra,unzipping,unaligned breasts,navel,steaming body,on back,shiny skin,shiny clothes,sweat,:o,grabbing own breast,fingering under clothes,hand in clothes,female masturbation,
自慰	分穴准备坐入假几把	\nfrom below,{{completely nude,huge dildo,large dildo,black dildo,dildo on floor,dildo under person}},{{{standing,spread legs,spread pussy,nipples,pussy juice}}},{{narrow waist,blush}},{{{looking at dildo,happy,blush}}},
自慰	骑扫帚飞行勒入小穴自慰	\nbroom riding,white shirt,witch hat,smile,black headwear,outdoors,black skirt,sidesaddle,red bow,black capelet,hand on headwear,:d,suspender skirt,suspenders,puffy long sleeves,dress shirt,sky,building,sunset,looking at viewer,arm up,open mouth,collared shirt,blush,black jacket,pennant,sleeves past wrists,floating hair,black thighhighs,black garter straps,sweat,pussy juice,no shoes,pussy juice drip,pussy juice string,{{excessive pussy juice}},
自慰	盯着发光巨大假几把	\n{{rgb dildo,glowing dildo,lighiting dildo,ikebana,{{huge dildo,gigantic dildo,rainbow gradient,rgb lights}},rgb glowing,rainbow lighting}},{{dark theme,balck theme}},{tented kimono},short kimono,bare legs,backlighting,cleavage,bare pectorals,{sweat},heavy breathing,off shoulder,japanese clothes,sex toy,dildo,floral print,sitting,seiza,black kimono,looking down,print kimono,blush,closed mouth,long sleeves,full body,obi,from side,hands on own knees,wide sleeves,sash,
自慰	拐杖摩擦自慰	\n{{holding cane}},red school uniform,indoors,uncensored,cane object masturbation,cane between legs,pussy juice,gasp,excessive pussy juice,breath,sweat,white skirt,open mouth,saliva,
自慰	坐假几把肛交自慰	\nnavel,collarbone,blurry,photorealistic,looking down,light blush,closed mouth,expressionless,large areola,areola slip,skinny,groin,bandaid on pussy,partially visible vulva,fat mons,spread legs,from below,blue bandaid,anal object insertion,plant,blurry background,dildo in anal,sex toy,large nipples,{{pvc dildo}},{{see-through dildo}},sweat,
自慰	图书馆偷偷自慰被发现	\n{shiny skin},wavy mouth,@_@,embarrassed,full-face blush,open mouth,library,bookshelf,female masturbation,fingering,panties,hand in panties,covered mouth,standing,
自慰	图书馆看书自慰	\nlooking at book,lying,open book,book stack,lantern,blush,parted lips,strap slip,indoors,library,teacup,on side,open mouth,on stomach,{{comic book}},blush,sweat,nsfw,masturbation,
自慰	原版服装	\nlong sleeves,sleeves past wrists,off shoulder,garter straps,white dress,black jacket,sleeves past fingers,open jacket,spaghetti strap,
自慰	背身坐假几把自慰	\n{{heavy breathing}},ass,expressionless,{{argyle background}},sunscreen,lotion,purple theme,{{skindentation}},breasts press,areola slip,{thigh focus},{{from side}},no panties,dildo,dildo in pussy,female masturbation,pink dildo,sex toy,open mouth,female orgasm,heavy breathing,huge dildo,leaning forward,dildo on chair,sitting,
自慰	掀开裙子给你看坐在假几把上自慰	\n{{{{close-up}}}},motion lines,[[from above]],white robe,black bodystocking,{see-through bodystocking},{{crotch cutout}},white dress,sitting,chair,blush,looking at viewer,legs together,torogao,smile,heavy breathing,heart-shaped pupils,shushing,dress lift,pussy juice,pussy juice trail,trembling,object insertion,deep penetration,sex machine,dildo on chair,dildo riding,indoors,
自慰	假几把身体贯穿（不稳定）	\nnude,{{close eyes}},nake,emit light dildo in pussy,open mouth,on bed,head back,night,dark,black,{{{emit light stomach}}},dildo out mouth,all the way through,{{{emit light uterus}}},{{{emit light vaginal}}},
自慰	发光假几把自慰照亮内部	\nnude,ahoge,half-closed,{{close eyes}},{{emit light dildo in pussy}},open mouth,on bed,head back,spread legs,night,{{dark}},{{{emit light stomach}}},{{{emit light uterus}}},legs dangle,
自慰	贴玻璃窗假几把自慰	\nclose-up,cross section,from behind,ass,anus,bathroom,tile floor,{{female masturbate,masturbate with transparency dildo,vaginal transparency dildo insertion,large insertion,the dildo on glass,ass against glass}},standing,leaning forward,saliva,naked gown,pussy juice trail,full-face blush,sweat,sweatdrop,pussy,steam,
自慰	桌下玩具自慰	\nnsfw,1girl,{{{vibrator in pussy}}},sitting,x-ray,trembling,desk,knees together feet apart,no panties,breasts rest,pussy juice,sweat,riding on a dildo,
自慰	泰迪熊骑乘自慰	\nbedroom,sex,girl on top,cowgirl position,teddy bear,sex toy,arched back,masturbation,from side,pussy juice,
自慰	带假阳具瑜伽自慰	\nass,sweat,looking at viewer,yoga pants,grey pants,tight pants,black shirt,crop top,sleeveless,parted lips,shirt,blush,thighs,dildo under panty,nsfw,{{{{motion line for orgasm}}}},{{trembling with sexual climax}},sitting,one leg up,spread legs,stretched limb,
自慰	接电话时自慰	\nnavel,open shirt,areola slip,white shirt,black panties,holding phone,sitting,spread legs,fingering,panties aside,fingers in panties,female masturbation,talking on phone,open mouth,indoors,on bed,looking at viewer,heart,steam,sweat,pussy juice trail,
自慰	第一人称沙发上自慰	\n{{female pov,perspective,head out of frame}},{{lying,on couch}},knees together feet apart,foot up,breasts apart,{{open clothes,skirt lift}},school uniform,pleated skirt,white thighhighs,{{{female masturbation,grabbing own breast}}},fingering,female ejaculation,indoors,morning,sunlight,crumpled paper on ground,blurry background,
自慰	第一人称女性视角揉胸	\n{{{female pov}}},upside-down,foreshortening,detached collar,cleavage,collarbone,between breasts,grabbing own breast,knees up,thigh straps,no bra,skindentation,lying,on back,
自慰	自慰到去	\nfemale masturbation,fingering,female ejaculation,spread legs,head back,arched back,nude,clothes removed,pussy,nipples,squatting,full body,bedroom,torogao,trembling,heart,
自慰	其他版本	\n{{{{{{fingering,female ejaculation,twitching,laughing}}}}}}},close up,{{{hair flower,full face blush,crying,drooling,saliva,pussy juicy,female orgasm,nude,pussy focus,from above,looking up}}},nipples,sitting on table,spread legs,{{{wet skin,oil skin,shiny skin}}},
自慰	自慰到去	\nnude,smile,{{from side}},heart,{{{{arched back}}}},{{{{legs together}}}},{{{tiptoes}}},lying,on back,fingering,female ejaculation,pussy juice,trembling,female masturbation,ahegao,toeless legwear,rolling eyes,{torogao},blush,in heat,steaming body,
自慰	假几把插入潮喷（不稳定）	\nnude,profile,ahegao,rolling eyes,glazy,folded,spread legs,white thighhighs,lying,bottom up,upside-down,soles,dildo,blush,sweat,sweating all over,sweat,dripping,pussy,excessive pussy juice,heavily female ejaculation,pussy juice pool on head,from side,close up,feet out of frame,
自慰	透裙下假几把骑乘自慰	\n{{see-through}},{{{implied dildo masturbation,dildo riding,dildo under dress}}},no panties,leaning foward,see-through dress,full face blush,steam,sweat,pussy juice trail,{{{see-through silhouette}}},smile,squatting,spread legs,
自慰	旋转木马假几把骑乘自慰	\nfrom side,{{see-through}},frilled,bow,white dress,riding,sitting,carousel,look at viewers,light smile,pattern,outdoor,night,photo background,sky,cloud,implied dildo masturbation,dildo riding,dildo under dress,no panties,leaning foward,white thighhighs,see-through dress,full face blush,steam,sweat,pussy juice trail,{{{see-through silhouette}}},smile,
自慰	口交同时自慰	\n1girl,1boy,{{{deepthroat}}},female masturbation,female ejaculation,spread legs,nude,pussy,nipple,fellatio,oral,squatting,full body,cum on body,
自慰	第一人称女性自慰	\n{{pov breasts}},female pov,head out of frame,close-up,after masturbation,female masturbation,pubic hair,pussy juice,pussy juice on fingers,pussy juice stain on panties,lying,on back,black underwear,panty pull,cleavage,clothes pull,knees together feet apart,open clothes,sweat,steaming body,wet body,indoors,
自慰	香蕉当几把假装打胶	\noli,solo,heart-shaped pupils,holding banana,simulated handjob,futanari masturbation,arm support,facing to the side,looking ahead,open mouth,smile,drooling,v-shaped eyebrows,arm support,sitting in gaming chair,nude,hair over breasts,heart,motion lines,
自慰	黄瓜假装手冲自慰	\nholding cucumber,{cucumber},{cucumberon crotch},simulated handjob,{futanari masturbation},motion lines,{lying},{head back},rolling eyes,{orgasm},orgasmic face,blush,tongue out,{sweat},{sweat spilled},sweat flew,sweat soaked through the clothes,{wet dress},folded,pov,close-up,{{upper body}},white bed,presenting panties,
自慰	棒棒糖自慰	\n{{{{lollipop laying}}}},vaginal object insertion,spread pussy,
自慰	假几把自慰	\n{backlighting,implied masturbation}},1girl,solo,{{close-up}},nsfw,x-ray,cross section,head down,{{vaginal transparency dildo insertion,large insertion}}},{{covered dildo,masturbation under shirt,dildo visible through shirt}},kneeling,shirt,oversized clothes,{{see-through silhouette}},wet,{breasts grab},{masturbation,holding dildo},pussy juice puddle,full-face blush,sweat,thighhighs,
自慰	其他版本	\n{holding dildo,dildo in pussy,dildo insertion},messy hair,cleavage,sideboob,collarbone,bare shoulder,covered nipples,areola slip,clothes pull,frown,shy,open mouth,saliva,closed eyes,facing away,full-face blush,sweat,heavy breathing,steam,shiny skin,lying,on back,on bed,bedroom,indoors,from above,arm up,{{arm on head,arm over head,arm covered eyes}},legs spread,m legs,groin,{panties aside},spread pussy,pussy juice puddle,clitoris,pussy juice drip,navel,trembling,
自慰	震动棒自慰前后差分（不稳定）	\n1girl,solo,{{{{{instant loss,2koma}}}}},nsfw,uncensored,two-panel comic,progression to ecstasy,\nchar1：girl,{{{holding vibrator,huge vibrator,look at vibrator,sitting,on bed}}},nervously,blush,hair over shoulders,sweat,loose nightshirt,indoors,dim lighting,shy,\nchar2：girl,female masturbating,pussy juice,using vibrator,back arched,tongue out,squirting fluid,rolling eyes,messy hair,sweaty flushed body,spread legs,trembling,bed sheets,huge vibrator,
自慰	原版	\n1girl,solo,{{{{{instant loss,2komas}}}}},nsfw,uncensored,two-panel comic,progression to ecstasy,[first panel: girl,sitting on bed,{{{holding a huge vibrator in hand,look at large vibrator,holding vibrator in hand,sitting in the bed,huge vibrator}}},swallowing nervously,hesitant blushing face,long hair draped over shoulders,sweaty tense skin,eyes darting anxiously,wearing loose nightshirt,indoor dim lighting,shy anticipatory atmosphere].[second panel:pussy jucie,girl,using vibrator,back arched in climax,tongue sticking out,squirting fluid,eyes rolled back,long hair messy and wild,sweaty flushed body,legs spread trembling,bed sheets rumpled,intense ecstatic atmosphere,used huge vibrator.masturbating with a giant vibrator]
自慰	假几把背身下蹲自慰	\n{{dildo,object insertion}},{wide hips,from behind,from above},{{sidelighting}},squatting,{hands on own head},{{{m legs}}},shiny skin,curvy,nude,pussy juice,tiptoes,nipples,pussy,bare feet,arms behind head,
自慰	双穴塞入版本	\n{{{shiny skin}}},{{{from below}}},{sweat,sweaty,dark theme,black theme,night,backlighting},{{{transparent dildo,glass dildo,}}}{{{huge dildo}}},pussy juice,{{{pussy juice trail,pussy juice puddle,drooling,dripping}}},dildo,anus,squatting,ass,dildo riding,sex toy,object insertion,{{{vaginal object insertion}}},double penetration,vaginal,{{{from behind,ass}}}pussy,spread legs,{anal beads,transparent anal beads,},{large anal beads},anal object insertion,{{{pulling anal beads}}},{ass support,hands on ass},{shiny lips},gold chain,veil,looking at viewer,
自慰	用假鸡吧自慰后起身	\nfrom side{{{shiny skin}}},{{{sweat}}},pussy juice,{{{{{pussy juice trail}}}}},large dildo,dildo on floor,indoors,after vaginal,bottomless,female pubic hair,blush,open mouth,full body,white socks,panties around one leg,white shirt,white panties,looking at viewer,standing,sweat,trembling,heart,
自慰	其他版本	\nno shoes,pussy juice,pussy juice trail,labia,{{{{from side}}}},pussy juice,{{{{pussy juice trail}}}} {{{large dildo,dildo on floor}}},{{after vaginal,}} wet dildo,pussy juice on dildo,kneeling,all fours,leaning forward,smile,seductive smile,nipples,
自慰	原版服装	\ngarter straps,white dress,{white thighhighs},looking at viewer,backless outfit,sleeveless dress,backless dress,grey background,sleeveless,wedding dress,breasts out,bare shoulders,jewelry,no panties,dress lift,{{{sheer thighhighs,see-through thighhighs,transparent thighhighs}}},
自慰	武器自慰（需roll，不太稳定）	\n{{weapon on between legs}},full-face blush,female masturbation,holding sword,nipples,pussy juice,kneeling,sweat,knees together,
自慰	第一人称黄瓜自慰	\n{{{{{{{{{{female pov}}}}}}}}}},【】,sitting,trembling,pussy juice,close-up,pubic hair,fingering,cucumber laying,spread pussy,vaginal penetration,cucumber,
自慰	洗澡自慰	\n{{head out of frame}},nude,holding phone,soap bubble,wet hair,wet skin,indoors,navel,groin,sitting,tile floor,pussy juice,spread legs,female masturbation,fingering,soap bubble censor,shiny skin,close-up,water drop,steam,steaming body,:o,full-face blush,
自慰	教室自慰	\nfemale masturbation,{{{panties}}},blush,on desk,open mouth,school desk,{{{clothed masturbation}}},on stomach,upside-down,
自慰	办公室自慰	\n{{clothed masturbation,female masturbation}},sitting,blush,black skirt,white shirt,spread legs,indoors,white panties,solo focus,skirt lift,holding phone,green jacket,smartphone,thighband pantyhose,panties under pantyhose,black necktie,collared shirt,steam,knees up,coffee mug,open jacket,sweat,pen,on chair,id card,potted plant,looking down,black pantyhose,office,swivel chair,feet focus,pussy juice,wet pantyhose,soles,
自慰	地铁自慰高潮	\ntrain interior,face mask,sitting,school uniform,skirt lift,black pantyhose,spread legs,looking away,female masturbation},{{excessive projectile female ejaculation splash}},{{{{sound effects}}}},{{motion blur}},{{trembling,motion lines,orgasm}},
自慰	桌角自慰（柚子社名场面）	\n{{{table humping,naughty face,pussy juice stain}}},panties under pantyhose,cameltoe,clothes lift,cowboy shot,{{{pant suit,bokeh,pencil skirt,black pantyhose}}},covered nipples,{{{blush,ear blush,sweat,saliva}}},nose blush,female masturbation,crotch rub,{{{{trembling}}}},{arched back},female orgasm,female ejaculation,heavy breathing,office,indoorlips,school uniform,groin,
自慰	其他版本1	\n{from side},{female masturbation},{table humping},hairclip,{sailo},{mini skirt},school uniform,white shirt,shiny clothes,covered navel,skindentation,shirt overhang,midriff peek,{heart-shaped pupils},{{looking down}},blush,:o,tongue out,indoors,classroom,
自慰	其他版本2	\nschool uniform,blazer,shirt lift,{{{bottomless}}},no skirt,no panties,skirt on floor,{{{grinding on desk corner}}},{{{humping the table corner}}},table-kun,standing,leaning forward,pressing against desk,legs slightly apart,blushing,embarrassed,lewd expression,aroused,sweat,pussy juice,dripping,classroom,next to desk,white background,{{{arched back}}},{{{back arched}}},{{{body convulsing in pleasure}}},head thrown back,chest out,orgasm,ecstasy,pleasure,
自慰	床上自慰	\n{{blue pajamas,no panties,panty pull}},morning,lying,on side,rolling eyes,masturbation,blush,heavy breathing,covered mouth,pussy juice,indoors,orgasm,on bed,from side,pussy,head back,white socks,
自慰	健身球上自慰	\nexercise ball,covered penetration,motion lines,girl on top,implied sex,one eye closed,blush,trembling,in heat,see-through ball,arms support,
自慰	闻衣服自慰	\n{{female masturbation}},female ejaculation,【】,smelling clothes,heavy breathing,cowboy shot,long sleeves,no bra,naked labcoat,oversized clothes,navel,wariza,sitting,from behind,looking down,
自慰	洗衣室闻遗精男性内裤自慰	\nindoors,washing machine,laundry basket,ceiling,looking away,smelling,kunka,boxer briefs covering mouth,{holding male underwear,spreading male underwear with both hands,showcasing the male underwear,black male underwear,boxer briefs},{{female masturbation}},female ejaculation,ropiness,wet panties,cum on underwear,spoken heart,sound effects,heart,flustered,heavy breathing,excessive pussy juice,steaming body,spread legs,tears,blush,saliva trail,white steaming,heavy breathing,cowboy shot,navel,wariza,sitting,from behind,looking down,black dress,stole,white dressparted,bracelet,sandals,high heels,anklet,female orgasm,trembling motionline for orgasm,
自慰	洗衣机前偷闻换洗衣服自慰	\nfemale focus,female masturbation,motion lines,blush,holding shirt,pussy juice,kunka,blush,smelling clothes,smelling,covering mouth,indoors,washing machine,laundry basket,ceiling,looking away,boreds,
自慰	原版(与整理后不同，内容不确定)	\nthe after show,female focus,sex,motion lines,blush,netorare,fondling,handjob,hypnosis,expressiveh,1boy,pussy juice,kunka,blush,smelling clothes,smelling,covering mouth,indoors,washing machine,laundry basket,ceiling,looking away,bored,parted lips,
自慰	抱书自慰	\nlooking at viewer,frilled shirt,frills,hood up,hooded jacket,long sleeves,open jacket,pink jacket,rabbit hood,scrunchie,white shirt,sleepwear,cleavage,on couch,holding book,lace panties,pink panties,cameltoe,{{{{{hand in panties}}}}},masturbating,restrained,ahegao,fingering,pussy juice,{{{{{shiny skin}}}}},[[puffy nipples]],covered nipples,
自慰	第一人称被蹲姿闻鸡包自慰	\nfrom above,nude,pussy,pussy juice,nipples,squatting,sweatdrop,sweat,body blush,steaming bodyhetero,{{{{{{pov}}}}}},face on crotch,looking at viewer,on stomach,pov crotch,erection under clothess,bulge,smelling clothes,indoors,blush,close-up,female masturbation,light smile,
自慰	裹着斗篷自慰	\nlooking at viewer,heavy breathing,covered mouth,female masturbation,tears,wrapped in black cloak,red trim,hood down,cloak lift,large cloak around body,{{on back}},hugging own cloak,clenched fabric,{{{{on bed}}}},pussy juice,
自慰	看小黄书自慰	\nnude,book,sitting,open mouth,indoors,@_@,blush,barefoot,curtains,holding book,female masturbation,heavy breathing,
自慰	床上看小黄书自慰	\nlying,on bed,looking ahead,nude,day,{{{{from side}}}},{{fingering}},bottomless,female ejaculation,female orgasm,blush,open mouth,holding book,reading,blurry,{{{extremitarianism}}},glowing hot,
自慰	夜晚看本自慰（n3可用但效果略差）	\nclose-up,window,bed,lying,on side,fetal position,arm support,{{{afterglow}}},{{{female masturbation}}},nude,holding book,open book,{{pornographic magazines}},{{{text on the cover of the book:r18}}},looking at book,half-closed eyes,parted lips,trembling,saliva trail,from above,tindar effect,{{moonlight breaks through the window and shines on the bed}},underlighting,indoors,soft lighting,dark theme,dramatic lighting on characters,dust,sound effects,shiny skin,sweating profusely,fingers,bare shoulder,scenery,
自慰	看黄片自慰	\nclose up,clothes aside,2girls,1boy,shiny skin,messy room,used tissue,dark,ntr,large computer screen,large computer,nsfw,\nchar1：sitting on chair ,school uniform,looking away,looking at computer screen,upper body,nsfw,from back,from above,computer keyboard,table,leaning back,spread legs,legs up,legs on table,fingering,panties aside,grabbing own breasts,\nchar2：sex from behind,nipples,all fours,school uniform,nude,{{in computer screen,in computer screen}},Intense sex,motion lines,afterimage,motion blur,from side,\nchar3：man,sex,behind another,grabbing another’s breasts,A,black skin,sex from behind,head tilt,{{in computer screen,in large screen}},speed lines,nsfw,from side,
自慰	裸体偷看小黄片自慰被发现	\nfemale masturbation,pussy juice,nude,!?,bedroom,on chair,armchair,hugging own legs,sitting,computer,frontlight,looking back,blush,surprised,@_@,open mouth,steaming body,sweat,hand between legs,looking at viewer,
自慰	趴在床上隔着裤袜内裤自慰	\nwhite pantyhose,lying,pillow,ass,female masturbation,white hoodie,through clothes,feet,masturbation through clothes,from behind,foot out of frame,on bed,pussy juice stain,no shoes,on stomach,spread pussy,panties under pantyhose,fingering,fingering through panties,soles,bed sheet,
自慰	用仙人掌自慰	\nbottomless,vaginal object insertion,{{{cactus}}},spread legs,female orgasm,open mouth,blush,sweat,saliva trail,
诱惑	展示脱下的系带内裤	\n1girl,solo,shy,covered nipples,cleavage,covered clitoris,covered pussy,dress,holding panties,string panties,unworn panties,cowboy shot,see-through,shiny skin,night,drop shadow,sustain,milf,
